Room Id, Room Number, Room Type, Room Facilities, Room Price, Room Status, Room Picture, Room BedType
932, 61, Deluxe B, Bathup|Double Bed|LED TV|Coffee Set, 76.02, Booked, http://dummyimage.com/234x100.png/ff4444/ffffff, Single
200, 439, Deluxe A, Coffee Set|Wifi|Double Bed, 76.1, Booked, http://dummyimage.com/173x100.png/ff4444/ffffff, Single
823, 672, Deluxe C, Wifi|Double Bed|Coffee Set, 76.14, Booked, http://dummyimage.com/210x100.png/ff4444/ffffff, Single
136, 175, Deluxe D, LED TV|Coffee Set|Double Bed|Towel|Wifi|AC|Bathup|Shower|Wifi|Double Bed, 76.2, Available, http://dummyimage.com/153x100.png/ff4444/ffffff, Single
829, 473, Deluxe C, Wifi|Towel|Double Bed|Bathup|AC|Shower|LED TV|Coffee Set, 76.26, Booked, http://dummyimage.com/114x100.png/dddddd/000000, Single
232, 551, Deluxe A, AC|Bathup|Double Bed|Towel, 76.52, Booked, http://dummyimage.com/127x100.png/cc0000/ffffff, Single
4, 469, Deluxe B, AC|Shower|LED TV|Wifi, 76.58, Available, http://dummyimage.com/184x100.png/ff4444/ffffff, Double
338, 14, Deluxe D, Wifi|LED TV, 76.96, Booked, http://dummyimage.com/203x100.png/dddddd/000000, Double
147, 676, Deluxe C, LED TV|Towel|Shower|Wifi|AC|Bathup|Double Bed|Coffee Set|Bathup|Towel, 77.08, Available, http://dummyimage.com/132x100.png/ff4444/ffffff, Single
757, 470, Deluxe A, Coffee Set|Wifi|AC|Towel|Shower|Bathup|Double Bed|LED TV, 77.1, Available, http://dummyimage.com/140x100.png/ff4444/ffffff, Single
642, 793, Deluxe D, Bathup|AC|Double Bed|Coffee Set|LED TV, 77.26, Available, http://dummyimage.com/218x100.png/dddddd/000000, Double
425, 619, Deluxe D, Towel, 77.39, Booked, http://dummyimage.com/115x100.png/cc0000/ffffff, Double
488, 16, Deluxe A, LED TV|Towel|Shower|Bathup|Double Bed|Coffee Set|AC|Wifi|Double Bed, 77.79, Booked, http://dummyimage.com/164x100.png/5fa2dd/ffffff, Double
846, 264, Deluxe A, LED TV|Coffee Set|Wifi|Double Bed|Shower, 77.9, Available, http://dummyimage.com/119x100.png/cc0000/ffffff, Single
198, 521, Deluxe A, Double Bed|AC|LED TV|Coffee Set|Wifi|Bathup|Towel, 77.95, Available, http://dummyimage.com/105x100.png/5fa2dd/ffffff, Double
251, 388, Deluxe D, Double Bed|LED TV|Bathup|AC|Wifi|Shower|Coffee Set, 78.15, Available, http://dummyimage.com/195x100.png/ff4444/ffffff, Double
897, 911, Deluxe A, Bathup|Shower|Wifi|Towel|Double Bed|Coffee Set|LED TV|AC|LED TV|Wifi, 78.15, Available, http://dummyimage.com/144x100.png/dddddd/000000, Single
283, 797, Deluxe C, Towel|Double Bed|Shower|Coffee Set|Wifi|AC|LED TV|Bathup|Bathup, 78.53, Available, http://dummyimage.com/219x100.png/cc0000/ffffff, Double
794, 915, Deluxe D, AC|LED TV|Double Bed|Wifi|Shower|Bathup|Towel, 78.55, Available, http://dummyimage.com/233x100.png/cc0000/ffffff, Double
704, 14, Deluxe B, LED TV|Shower|AC|Coffee Set|Towel|Bathup|Wifi|Double Bed|Coffee Set, 78.87, Available, http://dummyimage.com/222x100.png/ff4444/ffffff, Single
701, 649, Deluxe C, LED TV|Shower|Coffee Set|Bathup|Towel|Wifi|Double Bed, 79, Available, http://dummyimage.com/208x100.png/ff4444/ffffff, Double
924, 806, Deluxe B, Shower|Towel|AC|Double Bed|LED TV, 79, Booked, http://dummyimage.com/144x100.png/5fa2dd/ffffff, Double
463, 978, Deluxe D, Shower|Bathup|AC|LED TV|Wifi|Double Bed, 79.01, Booked, http://dummyimage.com/215x100.png/cc0000/ffffff, Single
568, 761, Deluxe A, Double Bed|Shower, 79.28, Booked, http://dummyimage.com/126x100.png/cc0000/ffffff, Double
119, 285, Deluxe C, Shower|Double Bed|Bathup|LED TV|AC|Wifi|Coffee Set, 79.43, Available, http://dummyimage.com/101x100.png/cc0000/ffffff, Double
600, 215, Deluxe D, LED TV, 79.56, Available, http://dummyimage.com/194x100.png/dddddd/000000, Single
614, 967, Deluxe D, Coffee Set|Shower|Double Bed|Towel|LED TV|Wifi|AC|Bathup, 79.62, Booked, http://dummyimage.com/178x100.png/cc0000/ffffff, Double
623, 726, Deluxe A, Wifi|Shower|AC|Coffee Set|LED TV|Towel|Bathup, 80.01, Available, http://dummyimage.com/204x100.png/5fa2dd/ffffff, Double
31, 721, Deluxe C, Wifi, 80.02, Booked, http://dummyimage.com/235x100.png/5fa2dd/ffffff, Double
166, 526, Deluxe D, Wifi|Coffee Set|Double Bed, 80.24, Booked, http://dummyimage.com/239x100.png/5fa2dd/ffffff, Single
504, 425, Deluxe B, Coffee Set|Shower|Wifi|LED TV|Towel|AC|Bathup, 80.53, Booked, http://dummyimage.com/197x100.png/dddddd/000000, Double
25, 518, Deluxe B, Towel|Coffee Set, 80.82, Available, http://dummyimage.com/238x100.png/cc0000/ffffff, Double
255, 254, Deluxe C, Double Bed|Bathup|Towel|Wifi|Coffee Set|LED TV, 80.99, Available, http://dummyimage.com/218x100.png/ff4444/ffffff, Single
791, 156, Deluxe B, Bathup|Wifi|Shower, 80.99, Booked, http://dummyimage.com/201x100.png/ff4444/ffffff, Single
224, 81, Deluxe C, LED TV|Towel|Double Bed|AC|Wifi|Bathup|Shower|Coffee Set|Bathup, 81.17, Available, http://dummyimage.com/118x100.png/cc0000/ffffff, Double
2, 995, Deluxe C, Bathup|AC|Coffee Set|Shower|Double Bed, 81.32, Available, http://dummyimage.com/220x100.png/ff4444/ffffff, Double
955, 16, Deluxe D, Coffee Set|Bathup|Double Bed|LED TV|Shower|Wifi|AC, 81.37, Available, http://dummyimage.com/103x100.png/cc0000/ffffff, Single
64, 789, Deluxe C, AC|Coffee Set|LED TV|Bathup|Towel|Shower|Double Bed, 81.6, Available, http://dummyimage.com/240x100.png/5fa2dd/ffffff, Double
29, 636, Deluxe D, Shower|Coffee Set|Wifi|Bathup|Towel|LED TV|Double Bed|AC, 81.73, Available, http://dummyimage.com/134x100.png/cc0000/ffffff, Single
832, 760, Deluxe A, AC|Double Bed|Wifi|Towel|Shower|Coffee Set|LED TV, 82.09, Booked, http://dummyimage.com/167x100.png/cc0000/ffffff, Single
265, 178, Deluxe C, Double Bed|AC|Coffee Set|Wifi|LED TV|Bathup|Shower|Towel, 82.39, Booked, http://dummyimage.com/194x100.png/ff4444/ffffff, Double
912, 84, Deluxe B, AC|Towel|Shower|Coffee Set|Double Bed|Bathup|Wifi|LED TV|Towel, 82.4, Available, http://dummyimage.com/173x100.png/dddddd/000000, Single
786, 496, Deluxe A, Bathup|Double Bed|Towel|Wifi|Coffee Set, 82.49, Available, http://dummyimage.com/101x100.png/cc0000/ffffff, Single
621, 91, Deluxe B, Towel|Shower|LED TV|Coffee Set|Bathup|AC, 82.5, Booked, http://dummyimage.com/138x100.png/5fa2dd/ffffff, Single
574, 240, Deluxe D, LED TV, 82.57, Booked, http://dummyimage.com/194x100.png/cc0000/ffffff, Single
353, 46, Deluxe A, Towel|Double Bed|Shower, 82.6, Available, http://dummyimage.com/159x100.png/5fa2dd/ffffff, Single
439, 624, Deluxe A, Double Bed, 82.67, Booked, http://dummyimage.com/190x100.png/dddddd/000000, Single
665, 384, Deluxe B, LED TV|Bathup|AC|Double Bed|Shower|Towel, 82.8, Booked, http://dummyimage.com/145x100.png/cc0000/ffffff, Single
814, 227, Deluxe B, Coffee Set|LED TV|Bathup|AC|Shower|Wifi, 82.81, Available, http://dummyimage.com/132x100.png/cc0000/ffffff, Single
566, 294, Deluxe D, Shower|Wifi|Double Bed|AC, 82.9, Available, http://dummyimage.com/108x100.png/5fa2dd/ffffff, Single
928, 750, Deluxe B, Towel|AC|Wifi|Coffee Set|LED TV|Shower|Double Bed, 82.97, Booked, http://dummyimage.com/186x100.png/cc0000/ffffff, Double
784, 398, Deluxe C, Double Bed|AC|Towel, 83.17, Booked, http://dummyimage.com/104x100.png/cc0000/ffffff, Single
845, 170, Deluxe B, AC|Coffee Set|Bathup, 83.43, Booked, http://dummyimage.com/117x100.png/dddddd/000000, Single
607, 813, Deluxe C, Wifi|AC|Bathup|Shower, 83.44, Available, http://dummyimage.com/181x100.png/ff4444/ffffff, Double
783, 747, Deluxe A, Wifi|Towel, 83.54, Booked, http://dummyimage.com/136x100.png/ff4444/ffffff, Double
267, 522, Deluxe D, Coffee Set|Shower|Double Bed|Wifi|LED TV, 83.55, Available, http://dummyimage.com/131x100.png/ff4444/ffffff, Single
187, 489, Deluxe D, LED TV|Bathup|Coffee Set|Wifi|Towel|AC|Shower|Double Bed|Coffee Set|Shower, 83.85, Available, http://dummyimage.com/137x100.png/ff4444/ffffff, Single
731, 483, Deluxe A, Bathup|AC, 84.04, Available, http://dummyimage.com/160x100.png/dddddd/000000, Single
842, 583, Deluxe C, Towel|Shower|LED TV|Bathup|Wifi, 84.23, Available, http://dummyimage.com/150x100.png/5fa2dd/ffffff, Single
66, 584, Deluxe D, LED TV|Double Bed|AC|Wifi|Bathup|Coffee Set|Shower|Towel|LED TV|Towel, 84.43, Booked, http://dummyimage.com/118x100.png/cc0000/ffffff, Double
273, 454, Deluxe C, Double Bed|LED TV|Towel|Wifi|Shower, 84.71, Available, http://dummyimage.com/223x100.png/dddddd/000000, Double
726, 591, Deluxe C, Bathup|LED TV|Towel|Wifi|AC, 84.81, Available, http://dummyimage.com/192x100.png/5fa2dd/ffffff, Single
862, 565, Deluxe B, Bathup|LED TV|AC|Shower|Coffee Set|Double Bed, 85.05, Booked, http://dummyimage.com/185x100.png/5fa2dd/ffffff, Single
126, 953, Deluxe C, Double Bed|Shower|Coffee Set|Towel|LED TV|AC|Bathup|Wifi|Double Bed|Bathup, 85.08, Booked, http://dummyimage.com/165x100.png/5fa2dd/ffffff, Single
385, 101, Deluxe A, Coffee Set|Double Bed|Towel|LED TV|Bathup|Wifi|AC, 85.38, Booked, http://dummyimage.com/144x100.png/dddddd/000000, Single
23, 286, Deluxe C, Towel|Shower|Wifi|Coffee Set|AC|Double Bed|LED TV|Bathup|LED TV, 85.47, Booked, http://dummyimage.com/208x100.png/ff4444/ffffff, Single
306, 827, Deluxe C, Double Bed|LED TV|Towel|AC|Coffee Set, 85.52, Booked, http://dummyimage.com/143x100.png/dddddd/000000, Double
864, 521, Deluxe D, Bathup|Towel|AC|Shower|Coffee Set, 85.57, Available, http://dummyimage.com/158x100.png/dddddd/000000, Double
390, 761, Deluxe D, Towel|Wifi|AC|LED TV|Double Bed|Coffee Set, 85.69, Booked, http://dummyimage.com/240x100.png/cc0000/ffffff, Double
532, 631, Deluxe D, AC|Bathup|Shower|Wifi|Double Bed|Towel, 85.71, Available, http://dummyimage.com/197x100.png/dddddd/000000, Double
930, 263, Deluxe A, Towel|Bathup, 85.77, Available, http://dummyimage.com/164x100.png/ff4444/ffffff, Single
688, 840, Deluxe D, Bathup|Shower|Double Bed|Wifi|AC, 85.79, Available, http://dummyimage.com/174x100.png/5fa2dd/ffffff, Double
678, 793, Deluxe D, Wifi, 85.89, Available, http://dummyimage.com/178x100.png/cc0000/ffffff, Double
780, 694, Deluxe C, Coffee Set|AC|Wifi|Towel|Shower|Double Bed|Bathup|LED TV|Double Bed, 85.92, Booked, http://dummyimage.com/191x100.png/cc0000/ffffff, Double
763, 154, Deluxe D, Coffee Set|Towel|Double Bed|Wifi|AC|Bathup|Shower, 86.05, Available, http://dummyimage.com/201x100.png/5fa2dd/ffffff, Double
722, 972, Deluxe D, Bathup|Shower|Towel|Coffee Set|Wifi|AC, 86.18, Available, http://dummyimage.com/122x100.png/dddddd/000000, Double
146, 390, Deluxe D, Bathup|LED TV|Shower, 86.31, Available, http://dummyimage.com/135x100.png/cc0000/ffffff, Single
381, 55, Deluxe D, Coffee Set, 86.39, Available, http://dummyimage.com/195x100.png/dddddd/000000, Single
50, 673, Deluxe B, Wifi, 86.49, Booked, http://dummyimage.com/162x100.png/cc0000/ffffff, Double
656, 583, Deluxe A, Bathup|AC|Double Bed|Coffee Set, 86.57, Available, http://dummyimage.com/183x100.png/dddddd/000000, Single
258, 461, Deluxe D, AC|Coffee Set|Bathup|Shower|Double Bed|Wifi|Towel, 86.66, Booked, http://dummyimage.com/204x100.png/dddddd/000000, Double
534, 400, Deluxe A, Shower|Double Bed|LED TV|Bathup|Wifi|Coffee Set|AC|Towel|Double Bed, 87.07, Available, http://dummyimage.com/105x100.png/dddddd/000000, Single
368, 693, Deluxe B, LED TV|Coffee Set, 87.29, Available, http://dummyimage.com/177x100.png/cc0000/ffffff, Single
299, 467, Deluxe D, Towel|Double Bed|AC|Shower|LED TV|Bathup|Wifi|Coffee Set|AC|Shower, 87.3, Available, http://dummyimage.com/122x100.png/ff4444/ffffff, Single
914, 811, Deluxe A, Shower|LED TV|Towel|Coffee Set|Double Bed|Bathup|AC|Wifi, 87.68, Available, http://dummyimage.com/126x100.png/ff4444/ffffff, Double
141, 506, Deluxe B, Double Bed|Coffee Set|Towel|Shower, 87.78, Available, http://dummyimage.com/152x100.png/dddddd/000000, Double
561, 195, Deluxe A, LED TV|Double Bed|Wifi|Coffee Set|AC, 87.78, Available, http://dummyimage.com/188x100.png/dddddd/000000, Double
181, 729, Deluxe D, AC|Towel|Double Bed|LED TV|Wifi, 88.21, Available, http://dummyimage.com/226x100.png/ff4444/ffffff, Double
555, 791, Deluxe B, AC|Towel|Coffee Set|LED TV, 88.57, Available, http://dummyimage.com/228x100.png/ff4444/ffffff, Single
210, 827, Deluxe B, Wifi|Coffee Set|Double Bed|Shower|AC|Bathup, 88.83, Booked, http://dummyimage.com/136x100.png/5fa2dd/ffffff, Double
859, 616, Deluxe B, Shower|Towel|Wifi|AC|Bathup|Coffee Set|Double Bed|LED TV|Bathup, 88.84, Available, http://dummyimage.com/135x100.png/ff4444/ffffff, Double
613, 814, Deluxe B, Wifi|AC|Towel, 88.87, Booked, http://dummyimage.com/105x100.png/cc0000/ffffff, Single
610, 710, Deluxe B, AC, 88.91, Booked, http://dummyimage.com/148x100.png/ff4444/ffffff, Double
169, 967, Deluxe D, Wifi|LED TV, 89.23, Available, http://dummyimage.com/230x100.png/cc0000/ffffff, Double
622, 250, Deluxe B, Bathup|Shower|LED TV|Wifi|Double Bed, 89.31, Available, http://dummyimage.com/211x100.png/ff4444/ffffff, Double
710, 599, Deluxe C, LED TV|Towel|Coffee Set|Bathup|Double Bed|Shower|Wifi|AC|Wifi, 89.34, Available, http://dummyimage.com/163x100.png/dddddd/000000, Double
460, 770, Deluxe C, AC|Bathup|Shower|Coffee Set, 89.39, Booked, http://dummyimage.com/196x100.png/dddddd/000000, Double
188, 541, Deluxe D, Towel|Bathup|Double Bed|Wifi|LED TV|Shower|Coffee Set|AC|Towel, 89.51, Booked, http://dummyimage.com/198x100.png/5fa2dd/ffffff, Double
646, 629, Deluxe B, Wifi, 89.74, Booked, http://dummyimage.com/124x100.png/dddddd/000000, Double
303, 712, Deluxe C, AC|Shower|Bathup, 89.8, Available, http://dummyimage.com/182x100.png/cc0000/ffffff, Single
911, 452, Deluxe B, Towel|LED TV|Bathup|Wifi|Shower|Double Bed, 89.91, Available, http://dummyimage.com/155x100.png/5fa2dd/ffffff, Single
774, 388, Deluxe C, Double Bed|LED TV|Coffee Set|Towel|Wifi, 89.92, Available, http://dummyimage.com/205x100.png/5fa2dd/ffffff, Single
807, 540, Deluxe A, LED TV|Double Bed, 90.09, Available, http://dummyimage.com/189x100.png/ff4444/ffffff, Single
732, 5, Deluxe A, AC|LED TV|Double Bed|Wifi, 90.11, Booked, http://dummyimage.com/100x100.png/cc0000/ffffff, Double
543, 91, Deluxe A, Towel|LED TV|Shower|Double Bed|Wifi, 90.3, Booked, http://dummyimage.com/130x100.png/ff4444/ffffff, Single
208, 856, Deluxe D, Towel|Shower|Double Bed, 90.35, Available, http://dummyimage.com/198x100.png/5fa2dd/ffffff, Single
148, 837, Deluxe C, LED TV|Coffee Set|Towel|AC|Wifi|Double Bed|Shower|Bathup|LED TV, 90.84, Available, http://dummyimage.com/189x100.png/5fa2dd/ffffff, Double
562, 858, Deluxe D, AC|Towel, 90.84, Booked, http://dummyimage.com/148x100.png/5fa2dd/ffffff, Single
495, 461, Deluxe D, LED TV|Shower|Wifi|Bathup|Towel|Double Bed|Coffee Set|AC|Wifi|Bathup, 90.9, Booked, http://dummyimage.com/109x100.png/dddddd/000000, Single
598, 703, Deluxe C, Wifi|Bathup|LED TV|Towel|AC|Shower, 91.01, Available, http://dummyimage.com/191x100.png/cc0000/ffffff, Double
848, 994, Deluxe D, Shower|Double Bed|AC|Bathup|Towel|Wifi|LED TV|Coffee Set|LED TV|Shower, 91.34, Available, http://dummyimage.com/180x100.png/cc0000/ffffff, Double
711, 22, Deluxe B, Shower|Coffee Set|Towel|LED TV|Wifi|Bathup|AC|Double Bed, 91.38, Available, http://dummyimage.com/215x100.png/5fa2dd/ffffff, Double
20, 762, Deluxe A, AC|Towel|Coffee Set|Bathup|LED TV|Shower|Double Bed|Wifi|Shower, 91.47, Booked, http://dummyimage.com/111x100.png/dddddd/000000, Double
82, 687, Deluxe D, AC|Shower|Bathup|Towel|Coffee Set|Double Bed, 91.53, Booked, http://dummyimage.com/174x100.png/dddddd/000000, Single
35, 736, Deluxe C, Bathup|LED TV|AC|Towel|Shower|Double Bed, 91.79, Booked, http://dummyimage.com/224x100.png/ff4444/ffffff, Double
899, 846, Deluxe D, Double Bed|Bathup|AC|LED TV|Coffee Set|Towel|Shower, 91.99, Available, http://dummyimage.com/196x100.png/cc0000/ffffff, Single
111, 227, Deluxe B, Coffee Set|Towel|Double Bed|Shower|Bathup|AC|LED TV|Wifi|LED TV, 92.73, Booked, http://dummyimage.com/217x100.png/cc0000/ffffff, Single
39, 999, Deluxe B, Coffee Set|Wifi, 92.78, Available, http://dummyimage.com/180x100.png/cc0000/ffffff, Double
929, 225, Deluxe B, Shower|Towel|LED TV|Wifi|Double Bed, 92.97, Booked, http://dummyimage.com/155x100.png/dddddd/000000, Single
372, 434, Deluxe C, Double Bed|LED TV|Bathup|AC|Wifi|Towel, 93.39, Available, http://dummyimage.com/158x100.png/dddddd/000000, Single
838, 41, Deluxe D, Bathup, 93.41, Booked, http://dummyimage.com/121x100.png/5fa2dd/ffffff, Double
634, 970, Deluxe B, Wifi|AC|LED TV|Shower|Bathup|Double Bed|Towel|Coffee Set|Bathup|Double Bed, 93.63, Booked, http://dummyimage.com/107x100.png/5fa2dd/ffffff, Double
464, 28, Deluxe A, LED TV|Double Bed|Shower|Wifi|Towel, 93.7, Available, http://dummyimage.com/227x100.png/ff4444/ffffff, Double
781, 839, Deluxe C, Coffee Set, 93.82, Available, http://dummyimage.com/201x100.png/dddddd/000000, Double
585, 373, Deluxe C, LED TV|Wifi|Bathup|AC|Towel|Shower|Coffee Set, 93.84, Available, http://dummyimage.com/218x100.png/cc0000/ffffff, Double
177, 656, Deluxe A, AC|Towel|Wifi|Shower|Bathup|Double Bed|Coffee Set|LED TV, 94.15, Available, http://dummyimage.com/182x100.png/5fa2dd/ffffff, Double
542, 288, Deluxe C, AC|Bathup|LED TV|Wifi|Towel|Coffee Set|Double Bed|Shower, 94.32, Available, http://dummyimage.com/208x100.png/5fa2dd/ffffff, Single
153, 380, Deluxe D, Double Bed|Bathup, 94.36, Available, http://dummyimage.com/195x100.png/dddddd/000000, Single
225, 867, Deluxe B, LED TV|AC|Bathup|Double Bed|Shower|Wifi|Towel|Coffee Set|Towel, 94.47, Available, http://dummyimage.com/178x100.png/ff4444/ffffff, Double
276, 184, Deluxe C, Coffee Set|Wifi|Bathup|Shower|AC|LED TV, 94.5, Available, http://dummyimage.com/143x100.png/dddddd/000000, Double
579, 30, Deluxe D, Shower|Bathup|Double Bed|AC|Wifi, 94.5, Booked, http://dummyimage.com/105x100.png/5fa2dd/ffffff, Double
310, 376, Deluxe D, Wifi, 94.52, Available, http://dummyimage.com/112x100.png/5fa2dd/ffffff, Single
238, 224, Deluxe D, Coffee Set|AC|Shower, 94.8, Available, http://dummyimage.com/230x100.png/cc0000/ffffff, Double
879, 230, Deluxe B, Wifi|Coffee Set|Double Bed|Shower|Bathup|Towel|LED TV|AC|Double Bed|Towel, 95.27, Booked, http://dummyimage.com/228x100.png/5fa2dd/ffffff, Single
449, 930, Deluxe A, Double Bed|Bathup|AC|LED TV|Wifi|Shower, 95.47, Booked, http://dummyimage.com/109x100.png/dddddd/000000, Single
611, 810, Deluxe A, Coffee Set|LED TV|Towel|Wifi|AC|Shower|Double Bed|Bathup|Shower, 95.47, Available, http://dummyimage.com/170x100.png/dddddd/000000, Double
658, 751, Deluxe B, Wifi|Double Bed|LED TV|Shower|Towel|Bathup|Coffee Set|AC|Towel|AC, 96.05, Available, http://dummyimage.com/215x100.png/cc0000/ffffff, Single
576, 100, Deluxe D, Bathup, 96.08, Booked, http://dummyimage.com/239x100.png/cc0000/ffffff, Single
333, 41, Deluxe A, Wifi|Double Bed|Coffee Set|LED TV, 96.11, Available, http://dummyimage.com/122x100.png/cc0000/ffffff, Single
916, 421, Deluxe A, Double Bed, 96.2, Booked, http://dummyimage.com/146x100.png/5fa2dd/ffffff, Double
631, 823, Deluxe B, LED TV|Double Bed, 96.26, Available, http://dummyimage.com/212x100.png/ff4444/ffffff, Double
692, 813, Deluxe B, Towel|Shower, 96.4, Available, http://dummyimage.com/198x100.png/cc0000/ffffff, Single
770, 597, Deluxe D, Wifi|Coffee Set|LED TV|Double Bed, 97.01, Available, http://dummyimage.com/122x100.png/ff4444/ffffff, Single
518, 139, Deluxe C, Shower|Double Bed|Wifi|AC|Towel|Bathup|Coffee Set|LED TV|Wifi, 97.04, Available, http://dummyimage.com/183x100.png/5fa2dd/ffffff, Single
190, 485, Deluxe A, Towel|Double Bed|Shower|Bathup|AC|Coffee Set, 97.09, Booked, http://dummyimage.com/203x100.png/dddddd/000000, Double
46, 386, Deluxe B, Towel|AC|Wifi|Coffee Set|Shower, 97.14, Available, http://dummyimage.com/166x100.png/5fa2dd/ffffff, Single
345, 555, Deluxe C, AC|Wifi|Towel|Double Bed|LED TV|Shower|Coffee Set|Bathup|Double Bed|Towel, 97.14, Booked, http://dummyimage.com/148x100.png/cc0000/ffffff, Single
970, 837, Deluxe C, Coffee Set|Wifi|Shower|AC|Bathup|Double Bed|Towel|LED TV, 97.17, Available, http://dummyimage.com/239x100.png/ff4444/ffffff, Single
286, 914, Deluxe B, Shower|Towel|Double Bed|LED TV, 97.43, Booked, http://dummyimage.com/197x100.png/5fa2dd/ffffff, Single
256, 480, Deluxe A, LED TV|Bathup, 97.82, Available, http://dummyimage.com/210x100.png/cc0000/ffffff, Single
720, 988, Deluxe B, Bathup|Coffee Set|Wifi|Towel|Double Bed|AC|LED TV|Shower|Double Bed, 97.98, Available, http://dummyimage.com/249x100.png/dddddd/000000, Single
885, 870, Deluxe B, LED TV|AC|Coffee Set|Shower, 98.04, Available, http://dummyimage.com/164x100.png/ff4444/ffffff, Double
350, 191, Deluxe B, LED TV|Coffee Set|Shower|Bathup|Towel|Double Bed|Wifi|AC, 98.23, Available, http://dummyimage.com/212x100.png/ff4444/ffffff, Single
839, 183, Deluxe B, Wifi|LED TV|Bathup|AC|Double Bed|Shower|Towel, 98.26, Booked, http://dummyimage.com/181x100.png/dddddd/000000, Double
7, 959, Deluxe D, Bathup|Towel|Coffee Set|Wifi|Double Bed, 98.31, Booked, http://dummyimage.com/238x100.png/cc0000/ffffff, Single
818, 897, Deluxe D, Towel|Bathup, 98.41, Booked, http://dummyimage.com/136x100.png/5fa2dd/ffffff, Double
909, 39, Deluxe A, Coffee Set|AC|LED TV|Shower, 98.43, Booked, http://dummyimage.com/197x100.png/cc0000/ffffff, Single
233, 881, Deluxe B, Bathup|LED TV|Coffee Set|Wifi|AC|Towel|Shower, 98.46, Available, http://dummyimage.com/193x100.png/5fa2dd/ffffff, Double
61, 226, Deluxe D, Wifi|AC|LED TV|Shower|Double Bed|Bathup|Towel|Coffee Set|AC|LED TV, 98.47, Booked, http://dummyimage.com/236x100.png/ff4444/ffffff, Double
444, 487, Deluxe C, LED TV|Shower|AC|Wifi|Coffee Set|Towel|Bathup|Double Bed|AC, 98.65, Booked, http://dummyimage.com/240x100.png/cc0000/ffffff, Double
592, 9, Deluxe C, Wifi|Shower|Double Bed|Bathup|AC|Towel|Coffee Set, 98.65, Booked, http://dummyimage.com/190x100.png/cc0000/ffffff, Double
95, 968, Deluxe C, Coffee Set|Towel|AC|Bathup|Wifi|Shower|Double Bed, 99.02, Available, http://dummyimage.com/215x100.png/ff4444/ffffff, Single
79, 659, Deluxe A, LED TV|Towel|Wifi|Coffee Set|Double Bed|Shower, 99.56, Available, http://dummyimage.com/228x100.png/cc0000/ffffff, Single
156, 920, Deluxe A, Shower|Towel|Wifi|Coffee Set|Bathup, 99.59, Booked, http://dummyimage.com/139x100.png/ff4444/ffffff, Single
143, 322, Deluxe B, Coffee Set|AC|Shower|Wifi|Double Bed|Bathup|LED TV|Towel|Shower, 99.64, Booked, http://dummyimage.com/161x100.png/5fa2dd/ffffff, Double
43, 503, Deluxe C, Coffee Set|LED TV|Wifi|Bathup|AC|Shower|Double Bed|Towel|Wifi, 99.67, Available, http://dummyimage.com/199x100.png/cc0000/ffffff, Double
416, 714, Deluxe C, Towel|AC|Bathup|Coffee Set|Wifi|Double Bed|Shower|LED TV|Wifi|LED TV, 99.82, Booked, http://dummyimage.com/151x100.png/cc0000/ffffff, Single
452, 308, Deluxe C, Bathup|Wifi|LED TV|Shower|Double Bed|Coffee Set|Towel|AC, 100.1, Available, http://dummyimage.com/198x100.png/5fa2dd/ffffff, Double
389, 666, Deluxe A, Towel|Bathup, 100.13, Booked, http://dummyimage.com/152x100.png/ff4444/ffffff, Single
619, 781, Deluxe D, Coffee Set|Wifi|LED TV|Towel|AC, 100.24, Available, http://dummyimage.com/170x100.png/cc0000/ffffff, Double
408, 407, Deluxe B, Bathup|Coffee Set|Double Bed|Towel|LED TV|Wifi|Shower, 100.29, Available, http://dummyimage.com/182x100.png/5fa2dd/ffffff, Single
956, 865, Deluxe C, LED TV|Shower|Bathup|AC|Wifi|Double Bed|Coffee Set|Towel|Wifi|Bathup, 100.41, Available, http://dummyimage.com/211x100.png/ff4444/ffffff, Single
443, 198, Deluxe A, Shower|Double Bed|Towel|Bathup|AC|Wifi, 100.56, Available, http://dummyimage.com/219x100.png/dddddd/000000, Double
811, 492, Deluxe B, Towel|Wifi, 100.82, Booked, http://dummyimage.com/138x100.png/cc0000/ffffff, Double
376, 938, Deluxe D, Wifi|Coffee Set|AC, 101.33, Available, http://dummyimage.com/247x100.png/cc0000/ffffff, Double
388, 755, Deluxe A, LED TV|Wifi|Double Bed, 101.56, Available, http://dummyimage.com/228x100.png/cc0000/ffffff, Single
341, 168, Deluxe D, Towel|Coffee Set|AC|Wifi|Shower|Double Bed|LED TV|Bathup|Coffee Set|LED TV, 101.7, Booked, http://dummyimage.com/151x100.png/5fa2dd/ffffff, Single
934, 680, Deluxe B, LED TV|Shower|AC|Bathup|Double Bed|Towel|Coffee Set|Wifi|AC, 101.93, Booked, http://dummyimage.com/105x100.png/dddddd/000000, Double
8, 582, Deluxe D, Coffee Set|AC|Shower|Towel|Double Bed, 101.96, Available, http://dummyimage.com/247x100.png/ff4444/ffffff, Double
102, 799, Deluxe A, Wifi|Shower|Bathup|Coffee Set|Towel|Double Bed|LED TV|AC, 102.06, Available, http://dummyimage.com/163x100.png/ff4444/ffffff, Single
118, 141, Deluxe C, Wifi|Towel|LED TV|Bathup|Shower|Double Bed|AC|Coffee Set|AC|Wifi, 102.2, Available, http://dummyimage.com/238x100.png/dddddd/000000, Single
